1,2018-01-13 18:53:29,751.06
1,2018-01-13 18:53:29,591.7
1,2018-01-13 18:53:29,895.64
1,2018-01-13 18:53:29,695.89
1,2018-01-13 18:53:29,-919.19
1,2018-01-13 18:53:29,-596.91
1,2018-01-13 18:53:29,-183.59
1,2018-01-13 18:53:29,-786.84
1,2018-01-13 18:53:29,580.2
1,2018-01-13 18:53:29,476.54
2,2018-01-13 18:53:29,-583.21
2,2018-01-13 18:53:29,43.62
2,2018-01-13 18:53:29,629.8
2,2018-01-13 18:53:29,-149.24
2,2018-01-13 18:53:29,509.49
2,2018-01-13 18:53:29,-817.87
2,2018-01-13 18:53:29,679.61
2,2018-01-13 18:53:29,-468.37
2,2018-01-13 18:53:29,367.03
2,2018-01-13 18:53:29,-154.1
3,2018-01-13 18:53:29,885.26
3,2018-01-13 18:53:29,-779.66
3,2018-01-13 18:53:29,750.59
3,2018-01-13 18:53:29,94.71
3,2018-01-13 18:53:29,392.08
3,2018-01-13 18:53:29,25.02
3,2018-01-13 18:53:29,383.71
3,2018-01-13 18:53:29,-620.97
3,2018-01-13 18:53:29,-902.36
3,2018-01-13 18:53:29,991.55
4,2018-01-13 18:53:29,789.55
4,2018-01-13 18:53:29,478.55
4,2018-01-13 18:53:29,125.66
4,2018-01-13 18:53:29,-275.55
4,2018-01-13 18:53:29,-971.69
4,2018-01-13 18:53:29,385.79
4,2018-01-13 18:53:29,-73.33
4,2018-01-13 18:53:29,-603.09
4,2018-01-13 18:53:29,258.62
4,2018-01-13 18:53:29,-11.87
5,2018-01-13 18:53:29,-872.34
5,2018-01-13 18:53:29,306.13
5,2018-01-13 18:53:29,630.76
5,2018-01-13 18:53:29,-560.62
5,2018-01-13 18:53:29,735.75
5,2018-01-13 18:53:29,-1.66
5,2018-01-13 18:53:29,710.28
5,2018-01-13 18:53:29,128.94
5,2018-01-13 18:53:29,-461.79
5,2018-01-13 18:53:29,770.65
6,2018-01-13 18:53:29,469.21
6,2018-01-13 18:53:29,871.97
6,2018-01-13 18:53:29,522.19
6,2018-01-13 18:53:29,211.18
6,2018-01-13 18:53:29,503.9
6,2018-01-13 18:53:29,610.31
6,2018-01-13 18:53:29,-323.61
6,2018-01-13 18:53:29,-678.64
6,2018-01-13 18:53:29,-294.67
6,2018-01-13 18:53:29,-745.21
7,2018-01-13 18:53:29,981.78
7,2018-01-13 18:53:29,-695.02
7,2018-01-13 18:53:29,791.04
7,2018-01-13 18:53:29,786.04
7,2018-01-13 18:53:29,-521.37
7,2018-01-13 18:53:29,-742.49
7,2018-01-13 18:53:29,905.94
7,2018-01-13 18:53:29,-168.98
7,2018-01-13 18:53:29,370.28
7,2018-01-13 18:53:29,-209.5
8,2018-01-13 18:53:29,72.6
8,2018-01-13 18:53:29,967.51
8,2018-01-13 18:53:29,-864.37
8,2018-01-13 18:53:29,459.34
8,2018-01-13 18:53:29,-851.86
8,2018-01-13 18:53:29,-326.95
8,2018-01-13 18:53:29,240.58
8,2018-01-13 18:53:29,594.66
8,2018-01-13 18:53:29,-976.23
8,2018-01-13 18:53:29,824.17
9,2018-01-13 18:53:29,397.83
9,2018-01-13 18:53:29,271.59
9,2018-01-13 18:53:29,-365.82
9,2018-01-13 18:53:29,-744.17
9,2018-01-13 18:53:29,-920.04
9,2018-01-13 18:53:29,280.5
9,2018-01-13 18:53:29,-130.28
9,2018-01-13 18:53:29,627.06
9,2018-01-13 18:53:29,669.96
9,2018-01-13 18:53:29,-101.87
10,2018-01-13 18:53:29,-561.06
10,2018-01-13 18:53:29,673.29
10,2018-01-13 18:53:29,-61.18
10,2018-01-13 18:53:29,-422.83
10,2018-01-13 18:53:29,-368.06
10,2018-01-13 18:53:29,493.47
10,2018-01-13 18:53:29,884.16
10,2018-01-13 18:53:29,-15.05
10,2018-01-13 18:53:29,-344.38
99
